created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-03-01 00:00:17 UTC,0.84,1.34,1.63,77.0,28.0,1.34
2020-03-01 00:02:14 UTC,1.03,1.12,1.25,77.0,28.0,1.12
2020-03-01 00:04:15 UTC,0.82,1.63,1.81,77.0,28.0,1.63
2020-03-01 00:06:15 UTC,0.91,1.46,1.65,76.0,29.0,1.46
2020-03-01 00:08:14 UTC,0.57,1.04,1.04,76.0,29.0,1.04
2020-03-01 00:10:14 UTC,0.99,1.37,1.54,76.0,29.0,1.37
2020-03-01 00:12:14 UTC,0.99,1.29,1.49,76.0,30.0,1.29
2020-03-01 00:14:15 UTC,0.3,0.7,0.9,76.0,30.0,0.7
2020-03-01 00:16:16 UTC,0.94,1.37,1.72,75.0,30.0,1.37
2020-03-01 00:18:13 UTC,0.4,0.97,1.28,75.0,31.0,0.97
2020-03-01 00:20:13 UTC,1.13,1.24,1.41,75.0,31.0,1.24
2020-03-01 00:22:14 UTC,0.38,0.85,1.12,76.0,31.0,0.85
2020-03-01 00:24:14 UTC,0.8,1.12,1.42,75.0,31.0,1.12
2020-03-01 00:26:16 UTC,0.62,1.34,1.37,75.0,31.0,1.34
2020-03-01 00:28:13 UTC,0.63,1.0,1.03,75.0,31.0,1.0
2020-03-01 00:30:15 UTC,1.06,1.57,1.72,75.0,31.0,1.57
2020-03-01 00:32:14 UTC,1.07,1.34,1.87,75.0,31.0,1.34
2020-03-01 00:34:14 UTC,1.17,1.51,1.72,75.0,31.0,1.51
2020-03-01 00:36:13 UTC,1.11,1.61,1.92,75.0,31.0,1.61
2020-03-01 00:38:14 UTC,0.77,1.48,1.77,75.0,31.0,1.48
2020-03-01 00:40:16 UTC,1.19,1.83,2.12,75.0,31.0,1.83
2020-03-01 00:42:16 UTC,1.2,1.96,2.13,74.0,32.0,1.96
2020-03-01 00:44:15 UTC,1.13,1.58,1.86,74.0,32.0,1.58
2020-03-01 00:46:13 UTC,0.85,1.31,1.55,74.0,31.0,1.31
2020-03-01 00:48:13 UTC,1.0,1.21,1.37,74.0,32.0,1.21
2020-03-01 00:50:13 UTC,0.76,1.1,1.61,73.0,32.0,1.1
2020-03-01 00:52:13 UTC,0.46,0.75,1.06,74.0,32.0,0.75
2020-03-01 00:54:14 UTC,0.74,0.99,1.39,74.0,32.0,0.99
2020-03-01 00:56:14 UTC,0.61,0.99,0.99,74.0,32.0,0.99
2020-03-01 00:58:14 UTC,0.85,1.15,1.35,74.0,32.0,1.15
2020-03-01 01:00:15 UTC,1.06,1.57,1.57,73.0,32.0,1.57
2020-03-01 01:02:14 UTC,0.46,0.86,1.16,74.0,32.0,0.86
2020-03-01 01:04:13 UTC,0.64,1.21,1.46,73.0,32.0,1.21
2020-03-01 01:06:14 UTC,0.58,1.01,1.3,73.0,32.0,1.01
2020-03-01 01:08:16 UTC,1.29,2.06,2.19,73.0,32.0,2.06
2020-03-01 01:10:16 UTC,0.33,0.78,1.14,73.0,32.0,0.78
2020-03-01 01:12:14 UTC,0.65,0.68,1.12,73.0,32.0,0.68
2020-03-01 01:14:14 UTC,0.3,0.48,0.48,73.0,32.0,0.48
2020-03-01 01:16:14 UTC,0.68,0.93,0.93,73.0,32.0,0.93
2020-03-01 01:18:13 UTC,0.39,0.74,1.06,73.0,32.0,0.74
