created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-03-01 00:00:20 UTC,0.91,1.56,1.99,75,32,1.56
2020-03-01 00:02:20 UTC,0.66,1.01,1.36,76,32,1.01
2020-03-01 00:04:22 UTC,0.7,1.32,1.8,75,33,1.32
2020-03-01 00:06:21 UTC,0.97,1.73,2.21,75,34,1.73
2020-03-01 00:08:22 UTC,1.13,2.07,2.19,75,34,2.07
2020-03-01 00:10:21 UTC,0.67,1.41,1.41,74,35,1.41
2020-03-01 00:12:20 UTC,0.87,1.57,1.57,74,35,1.57
2020-03-01 00:14:22 UTC,0.47,1.38,1.62,74,35,1.38
2020-03-01 00:16:19 UTC,0.7,1.35,1.88,74,35,1.35
2020-03-01 00:18:20 UTC,0.87,1.36,1.83,74,36,1.36
2020-03-01 00:20:20 UTC,0.81,1.7,2.23,73,36,1.7
2020-03-01 00:22:20 UTC,0.44,1.18,2.04,74,36,1.18
2020-03-01 00:24:20 UTC,0.79,1.31,1.59,73,36,1.31
2020-03-01 00:26:25 UTC,0.47,1.15,1.37,73,36,1.15
2020-03-01 00:28:19 UTC,0.77,1.0,1.14,73,36,1.0
2020-03-01 00:30:23 UTC,1.0,1.88,2.04,73,36,1.88
2020-03-01 00:32:25 UTC,0.69,1.04,1.6,73,36,1.04
2020-03-01 00:34:20 UTC,0.79,1.24,1.45,73,36,1.24
2020-03-01 00:36:20 UTC,0.71,1.39,1.77,73,36,1.39
2020-03-01 00:38:22 UTC,1.12,1.77,1.77,73,36,1.77
2020-03-01 00:40:22 UTC,0.85,1.86,2.21,72,37,1.86
2020-03-01 00:42:20 UTC,0.46,1.03,1.27,72,37,1.03
2020-03-01 00:44:20 UTC,0.75,1.65,2.0,72,37,1.65
2020-03-01 00:46:22 UTC,0.51,1.35,2.41,72,37,1.35
2020-03-01 00:48:21 UTC,0.87,1.55,2.38,72,37,1.55
2020-03-01 00:50:30 UTC,0.86,1.57,2.09,72,37,1.57
2020-03-01 00:52:20 UTC,0.73,2.03,2.5,72,37,2.03
2020-03-01 00:54:21 UTC,0.61,1.39,2.09,71,37,1.39
2020-03-01 00:56:24 UTC,1.01,1.82,2.22,71,38,1.82
2020-03-01 00:58:20 UTC,0.82,1.6,1.82,70,37,1.6
2020-03-01 01:00:20 UTC,1.06,1.99,2.35,72,37,1.99
2020-03-01 01:02:20 UTC,0.74,1.39,1.39,72,37,1.39
2020-03-01 01:04:21 UTC,0.73,1.39,1.49,71,37,1.39
2020-03-01 01:06:20 UTC,0.91,1.68,1.95,71,38,1.68
2020-03-01 01:08:24 UTC,0.84,1.48,1.75,71,37,1.48
2020-03-01 01:10:19 UTC,0.65,1.57,2.12,71,38,1.57
