created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-03-01 00:00:30 UTC,0.53,1.22,1.22,75.0,32.0,1.22
2020-03-01 00:02:31 UTC,0.76,1.34,1.66,75.0,31.0,1.34
2020-03-01 00:04:29 UTC,0.65,1.13,1.2,75.0,32.0,1.13
2020-03-01 00:06:30 UTC,0.81,1.75,1.94,75.0,33.0,1.75
2020-03-01 00:08:31 UTC,0.98,1.68,1.86,74.0,33.0,1.68
2020-03-01 00:10:31 UTC,1.0,1.7,2.0,74.0,33.0,1.7
2020-03-01 00:12:30 UTC,0.86,1.72,3.0,74.0,34.0,1.72
2020-03-01 00:14:31 UTC,1.12,1.87,2.34,74.0,34.0,1.87
2020-03-01 00:16:31 UTC,1.09,1.85,1.85,74.0,34.0,1.85
2020-03-01 00:18:29 UTC,0.83,1.33,1.51,73.0,35.0,1.33
2020-03-01 00:20:30 UTC,0.94,1.36,1.57,73.0,34.0,1.36
2020-03-01 00:22:30 UTC,1.0,1.78,2.22,73.0,34.0,1.78
2020-03-01 00:24:29 UTC,1.0,1.74,2.72,73.0,35.0,1.74
2020-03-01 00:26:31 UTC,1.1,1.79,1.91,73.0,34.0,1.79
2020-03-01 00:28:29 UTC,0.96,1.58,2.52,73.0,34.0,1.58
2020-03-01 00:30:31 UTC,1.17,2.21,2.77,73.0,34.0,2.21
2020-03-01 00:32:30 UTC,0.9,1.58,1.93,73.0,34.0,1.58
2020-03-01 00:34:32 UTC,0.95,2.06,2.24,72.0,34.0,2.06
2020-03-01 00:36:30 UTC,0.97,1.39,1.39,72.0,35.0,1.39
2020-03-01 00:38:29 UTC,0.96,1.89,2.43,72.0,35.0,1.89
2020-03-01 00:40:31 UTC,2.05,3.12,4.85,72.0,35.0,3.12
2020-03-01 00:42:30 UTC,1.13,1.82,2.67,72.0,35.0,1.82
2020-03-01 00:44:31 UTC,1.19,1.71,2.3,72.0,35.0,1.71
2020-03-01 00:46:30 UTC,1.0,2.03,2.56,72.0,35.0,2.03
2020-03-01 00:48:31 UTC,0.96,1.87,1.87,72.0,35.0,1.87
2020-03-01 00:50:29 UTC,0.93,1.3,2.22,72.0,35.0,1.3
2020-03-01 00:52:31 UTC,0.83,1.29,1.64,71.0,36.0,1.29
2020-03-01 00:54:31 UTC,0.79,1.31,1.49,71.0,36.0,1.31
2020-03-01 00:56:29 UTC,0.73,1.19,1.72,70.0,36.0,1.19
2020-03-01 00:58:31 UTC,0.24,0.82,1.23,71.0,36.0,0.82
2020-03-01 01:00:31 UTC,0.45,0.94,2.01,71.0,36.0,0.94
2020-03-01 01:02:31 UTC,0.57,1.06,1.44,71.0,36.0,1.06
2020-03-01 01:04:31 UTC,0.1,1.01,1.6,70.0,37.0,1.01
2020-03-01 01:06:31 UTC,0.52,0.74,0.98,70.0,37.0,0.74
2020-03-01 01:08:31 UTC,0.36,1.0,1.12,71.0,36.0,1.0
2020-03-01 01:10:30 UTC,0.44,1.2,2.2,70.0,36.0,1.2
2020-03-01 01:12:31 UTC,1.0,1.9,2.46,70.0,36.0,1.9
2020-03-01 01:14:31 UTC,0.48,1.36,1.36,70.0,36.0,1.36
2020-03-01 01:16:31 UTC,0.28,0.63,0.84,70.0,37.0,0.63
2020-03-01 01:18:31 UTC,0.27,0.73,0.73,70.0,37.0,0.73
2020-03-01 01:20:31 UTC,0.63,1.36,1.74,70.0,37.0,1.36
2020-03-01 01:22:31 UTC,0.79,1.37,1.84,69.0,37.0,1.37
2020-03-01 01:24:30 UTC,0.73,1.24,2.13,69.0,38.0,1.24
2020-03-01 01:26:31 UTC,0.48,1.0,1.68,69.0,38.0,1.0
2020-03-01 01:28:30 UTC,0.51,1.03,1.66,70.0,38.0,1.03
2020-03-01 01:30:29 UTC,0.54,1.47,1.76,70.0,38.0,1.47
2020-03-01 01:32:29 UTC,0.39,0.81,0.81,70.0,38.0,0.81
2020-03-01 01:34:33 UTC,0.47,1.34,2.25,69.0,38.0,1.34
2020-03-01 01:36:30 UTC,0.74,1.52,1.99,69.0,38.0,1.52
2020-03-01 01:38:31 UTC,0.22,0.84,1.56,70.0,38.0,0.84
2020-03-01 01:40:29 UTC,0.24,0.74,1.0,70.0,38.0,0.74
2020-03-01 01:42:31 UTC,0.34,1.31,1.81,70.0,38.0,1.31
2020-03-01 01:44:30 UTC,0.65,1.26,1.96,69.0,38.0,1.26
2020-03-01 01:46:30 UTC,0.54,1.04,1.6,69.0,39.0,1.04
2020-03-01 01:48:30 UTC,0.71,1.36,2.03,69.0,39.0,1.36
2020-03-01 01:50:31 UTC,0.42,1.25,2.01,69.0,40.0,1.25
2020-03-01 01:52:30 UTC,0.15,0.88,1.46,69.0,40.0,0.88
2020-03-01 01:54:29 UTC,0.34,0.85,1.19,69.0,40.0,0.85
2020-03-01 01:56:30 UTC,0.19,0.67,0.67,68.0,41.0,0.67
2020-03-01 01:58:29 UTC,1.48,2.84,3.31,68.0,41.0,2.84
2020-03-01 02:00:29 UTC,0.53,1.29,1.51,68.0,41.0,1.29
2020-03-01 02:02:31 UTC,0.31,1.03,1.03,68.0,42.0,1.03
2020-03-01 02:04:30 UTC,0.25,0.96,0.96,68.0,42.0,0.96
2020-03-01 02:06:31 UTC,0.93,1.57,2.06,68.0,42.0,1.57
2020-03-01 02:08:30 UTC,0.75,0.99,1.58,68.0,43.0,0.99
2020-03-01 02:10:29 UTC,0.67,1.67,2.27,68.0,43.0,1.67
2020-03-01 02:12:31 UTC,0.53,0.85,0.94,68.0,43.0,0.85
2020-03-01 02:14:30 UTC,0.69,1.01,1.78,68.0,43.0,1.01
2020-03-01 02:16:28 UTC,0.59,1.09,1.96,67.0,44.0,1.09
2020-03-01 02:18:31 UTC,0.62,1.3,1.76,68.0,43.0,1.3
2020-03-01 02:20:30 UTC,0.4,1.2,1.87,67.0,44.0,1.2
2020-03-01 02:22:31 UTC,0.39,1.0,1.18,67.0,45.0,1.0
2020-03-01 02:24:31 UTC,0.54,1.03,1.03,67.0,45.0,1.03
2020-03-01 02:26:30 UTC,0.24,0.7,1.04,67.0,46.0,0.7
2020-03-01 02:28:31 UTC,0.62,1.69,2.81,67.0,46.0,1.69
2020-03-01 02:30:31 UTC,0.77,1.42,1.84,67.0,45.0,1.42
2020-03-01 02:32:29 UTC,0.19,0.81,1.43,67.0,46.0,0.81
2020-03-01 02:34:29 UTC,0.57,1.1,1.49,67.0,46.0,1.1
2020-03-01 02:36:29 UTC,0.37,0.93,1.15,66.0,47.0,0.93
2020-03-01 02:38:31 UTC,0.57,1.16,1.7,66.0,47.0,1.16
2020-03-01 02:40:29 UTC,0.39,0.61,0.86,67.0,47.0,0.61
2020-03-01 02:42:31 UTC,0.47,1.13,1.4,66.0,47.0,1.13
2020-03-01 02:44:30 UTC,0.63,1.21,1.39,66.0,48.0,1.21
2020-03-01 02:46:29 UTC,0.76,1.53,1.78,66.0,48.0,1.53
2020-03-01 02:48:30 UTC,0.63,1.18,2.1,66.0,48.0,1.18
2020-03-01 02:50:31 UTC,0.73,1.17,1.52,66.0,48.0,1.17
2020-03-01 02:52:31 UTC,0.65,1.54,2.51,66.0,49.0,1.54
2020-03-01 02:54:30 UTC,0.75,1.76,2.69,66.0,49.0,1.76
2020-03-01 02:56:30 UTC,0.65,1.27,1.56,66.0,49.0,1.27
2020-03-01 02:58:30 UTC,0.91,1.54,2.93,66.0,49.0,1.54
2020-03-01 03:00:31 UTC,0.65,1.59,1.94,66.0,50.0,1.59
2020-03-01 03:02:34 UTC,0.65,1.65,3.03,66.0,49.0,1.65
2020-03-01 03:04:31 UTC,0.46,1.37,2.65,66.0,50.0,1.37
2020-03-01 03:06:30 UTC,0.88,1.6,1.91,66.0,50.0,1.6
2020-03-01 03:08:30 UTC,0.79,1.31,1.76,66.0,50.0,1.31
2020-03-01 03:10:31 UTC,0.87,1.37,2.51,66.0,50.0,1.37
2020-03-01 03:12:31 UTC,0.91,1.93,2.4,66.0,51.0,1.93
2020-03-01 03:14:30 UTC,0.94,2.62,3.66,66.0,51.0,2.62
2020-03-01 03:16:33 UTC,0.87,1.14,1.59,66.0,51.0,1.14
2020-03-01 03:18:31 UTC,0.71,1.17,1.8,65.0,51.0,1.17
2020-03-01 03:20:30 UTC,0.97,1.9,1.9,65.0,52.0,1.9
2020-03-01 03:22:30 UTC,0.71,1.35,1.63,65.0,52.0,1.35
2020-03-01 03:24:33 UTC,0.6,1.25,1.99,65.0,52.0,1.25
2020-03-01 03:26:30 UTC,0.24,1.1,2.03,65.0,53.0,1.1
2020-03-01 03:28:29 UTC,0.56,1.51,2.41,65.0,53.0,1.51
2020-03-01 03:30:30 UTC,0.37,1.29,1.35,65.0,53.0,1.29
2020-03-01 03:32:31 UTC,1.13,2.53,2.82,65.0,53.0,2.53
2020-03-01 03:34:30 UTC,1.0,1.49,1.49,65.0,54.0,1.49
2020-03-01 03:36:31 UTC,1.01,1.8,2.26,65.0,54.0,1.8
2020-03-01 03:38:31 UTC,1.19,2.15,2.71,65.0,54.0,2.15
2020-03-01 03:40:30 UTC,1.41,2.12,2.3,65.0,54.0,2.12
2020-03-01 03:42:31 UTC,0.94,1.97,3.47,65.0,55.0,1.97
2020-03-01 03:44:29 UTC,1.39,2.14,2.36,65.0,55.0,2.14
2020-03-01 03:46:30 UTC,0.66,1.28,2.99,65.0,54.0,1.28
2020-03-01 03:48:30 UTC,1.21,2.02,2.32,65.0,55.0,2.02
2020-03-01 03:50:30 UTC,1.22,2.29,3.14,65.0,55.0,2.29
2020-03-01 03:52:41 UTC,0.94,2.01,2.54,65.0,55.0,2.01
2020-03-01 03:54:30 UTC,0.91,1.99,2.94,65.0,55.0,1.99
2020-03-01 03:56:31 UTC,1.08,2.35,3.09,65.0,55.0,2.35
2020-03-01 03:58:29 UTC,1.09,1.91,2.78,65.0,56.0,1.91
2020-03-01 04:00:31 UTC,0.91,1.91,2.23,65.0,56.0,1.91
2020-03-01 04:02:31 UTC,0.62,1.64,2.09,65.0,55.0,1.64
2020-03-01 04:04:31 UTC,1.13,1.68,3.04,65.0,56.0,1.68
2020-03-01 04:06:31 UTC,0.58,1.32,1.37,65.0,56.0,1.32
2020-03-01 04:08:31 UTC,0.8,1.68,2.26,65.0,56.0,1.68
2020-03-01 04:10:31 UTC,0.67,1.07,2.03,64.0,57.0,1.07
2020-03-01 04:12:31 UTC,0.87,1.67,1.87,65.0,56.0,1.67
2020-03-01 04:14:31 UTC,0.87,1.91,2.03,65.0,56.0,1.91
2020-03-01 04:16:29 UTC,1.17,2.48,3.9,64.0,57.0,2.48
2020-03-01 04:18:30 UTC,0.56,1.75,2.25,65.0,57.0,1.75
2020-03-01 04:20:29 UTC,1.48,2.75,3.49,65.0,56.0,2.75
2020-03-01 04:22:32 UTC,1.17,2.24,2.85,65.0,57.0,2.24
2020-03-01 04:24:31 UTC,1.23,2.33,3.42,64.0,57.0,2.33
2020-03-01 04:26:30 UTC,1.53,3.31,4.09,65.0,57.0,3.31
2020-03-01 04:28:28 UTC,1.68,2.5,2.96,65.0,57.0,2.5
2020-03-01 04:30:31 UTC,1.15,2.32,3.47,64.0,57.0,2.32
2020-03-01 04:32:31 UTC,1.69,2.88,4.19,65.0,57.0,2.88
2020-03-01 04:34:30 UTC,1.16,1.96,2.59,65.0,58.0,1.96
2020-03-01 04:36:31 UTC,1.46,3.04,4.12,65.0,58.0,3.04
2020-03-01 04:38:31 UTC,1.12,2.2,3.12,65.0,58.0,2.2
2020-03-01 04:40:33 UTC,1.47,2.62,3.14,65.0,57.0,2.62
2020-03-01 04:42:32 UTC,0.96,1.77,2.03,64.0,58.0,1.77
2020-03-01 04:44:31 UTC,1.41,2.59,3.03,64.0,59.0,2.59
2020-03-01 04:46:29 UTC,1.0,1.75,2.7,65.0,58.0,1.75
2020-03-01 04:48:30 UTC,1.93,3.19,4.13,64.0,58.0,3.19
2020-03-01 04:50:33 UTC,0.94,2.1,3.86,64.0,58.0,2.1
2020-03-01 04:52:31 UTC,1.49,3.0,4.12,64.0,58.0,3.0
2020-03-01 04:54:29 UTC,0.93,1.78,1.91,64.0,59.0,1.78
2020-03-01 04:56:30 UTC,1.33,2.27,2.54,65.0,58.0,2.27
2020-03-01 04:58:31 UTC,2.45,4.23,4.64,65.0,58.0,4.23
2020-03-01 05:00:30 UTC,1.26,2.18,3.35,64.0,58.0,2.18
2020-03-01 05:02:34 UTC,1.03,1.83,2.23,64.0,58.0,1.83
2020-03-01 05:04:31 UTC,1.49,2.37,2.84,64.0,59.0,2.37
2020-03-01 05:06:31 UTC,1.45,2.39,3.27,64.0,59.0,2.39
2020-03-01 05:08:31 UTC,1.38,2.13,2.58,64.0,59.0,2.13
